Observation #,Code,Food name in English,Nom d’aliment en français,"Weight of ingredients (edible portion, raw) / Poids des ingrédients (parte comestible, cru) (g)",Yield factor / Factor de rendement,Method,Méthode
,04_049,"Pepper, sweet, green, fresh, raw","Poivron vert, frais, cru",44.0,,,
,04_045,"Parsley, fresh, raw","Persil, frais, cru",4.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",4.0,,,
,04_081,"Bay, leaves, dried","Laurier, feuilles, séchées",0.762,,,
,12_019,"Water, tap",Eau du robinet,257.0,,,
,13_014,"Pepper, black","Poivre, noir",0.24,,,
3,01_157,Jollof spaghetti (Burkina Faso)*: spaghetti in vegetable sauce,Spaghetti Jollof (Burkina Faso)*: spaghetti sauce légumes,,0.6432623924566496,"Fry the onion, tomato, tomato paste, garlic, green pepper, pepper and parsley, and cook for 5 minutes. Add the water, bay leaf, salt and stock cube, and cook for 10 minutes. Add the pasta and simmer until well cooked.","Faire frire l’oignon, la tomate, le concentré de tomate, l’ail, le piment doux, le poivre, le persil  et laisser cuire cinq minutes. Ajouter l’eau, le laurier, le sel et le bouillon-cube, et laisser cuire 10 minutes. Ajouter les spaghettis et laisser mijoter jusqu’à cuisson complète."
,01_052,"Macaroni, dry, unfortified","Macaroni, séché, non enrichi",150.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",50.0,,,
,13_015,Salt,Sel,2.85,,,
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",20.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",48.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,04_021,"Tomato, red, ripe, raw","Tomate, rouge, mûre, crue",50.0,,,
,04_049,"Pepper, sweet, green, fresh, raw","Poivron vert, frais, cru",45.0,,,
,04_045,"Parsley, fresh, raw","Persil, frais, cru",5.0,,,
,04_015,"Garlic, flesh, raw","Ail, chair, cru",4.0,,,
,04_081,"Bay, leaves, dried","Laurier, feuilles, séchées",0.31,,,
,12_019,"Water, tap",Eau du robinet,359.0,,,
,13_014,"Pepper, black","Poivre, noir",0.7,,,
1,01_165,Kaman péêlég sagabo (Burkina Faso)*: stiff porridge from white degermed maize flour,Kaman péêlég sagabo (Burkina Faso)*: bouillie épaisse de farine de maïs blanc dégermé,,0.877527440785673,"Heat some water with a little flour. Make a light porridge. Let it boil for a few minutes. Gradually add the remaining flour and stir until smooth. Mix with a spatula for a few minutes, then serve.","Mettre de l’eau à chauffer avec un peu de farine. Faire une bouillie légère. La laisser bouillir 5 minutes. Ajouter progressivement la farine restante et remuer jusqu’à obtention d’un mélange homogène. Mélanger avec une spatule pendant 5 minutes, puis servir."
,12_019,"Water, tap",Eau du robinet,2862.0,,,
,01_081,"Maize, white, refined flour (super), unfortified","Maïs, blanc, farine raffinée (super), non enrichie",600.0,,,
2,01_165,Kaman péêlég sagabo (Burkina Faso)*: stiff porridge from white degermed maize flour,Kaman péêlég sagabo (Burkina Faso)*: bouillie épaisse de farine de maïs blanc dégermé,,0.8808139534883721,"Heat some water with a little flour. Make a light porridge. Let it boil for a few minutes. Gradually add the remaining flour and stir until smooth. Mix with a spatula for a few minutes, then serve.","Mettre de l’eau à chauffer avec un peu de farine. Faire une bouillie légère. La laisser bouillir 5 minutes. Ajouter progressivement la farine restante et remuer jusqu’à obtention d’un mélange homogène. Mélanger avec une spatule pendant 5 minutes, puis servir."
,12_019,"Water, tap",Eau du robinet,2850.0,,,
,01_081,"Maize, white, refined flour (super), unfortified","Maïs, blanc, farine raffinée (super), non enrichie",590.0,,,
1,01_167,Ki béinré (northern Burkina Faso)*: pearl millet porridge with water and sugar,Ki béinré (nord du Burkina Faso)*: bouillie de mil à chandelle avec eau et sucre,,0.8586866167913549,Add the millet granules to the boiling water. Leave for 10 minutes. Add the flour diluted in some water. Cook for 5 minutes. Add sugar.,Ajouter les grains de mil dans l’eau en ébullition. Laisser 10 minutes. Ajouter la farine diluée dans un peu d’eau. Laisser cuire 5 minutes. Ajouter du sucre.
,01_063,"Pearl millet, flour (bran removed)","Mil à chandelle, farine (sans son)",5.0,,,
,01_095,"Pearl millet, decorticated, raw","Mil à chandelle, décortiqué, cru",125.0,,,
,13_002,"Sugar, white","Sucre, blanc",23.0,,,
,12_019,"Water, tap",Eau du robinet,1050.0,,,
2,01_167,Ki béinré (northern Burkina Faso)*: pearl millet porridge with water and sugar,Ki béinré (nord du Burkina Faso)*: bouillie de mil à chandelle avec eau et sucre,,0.6759615384615385,Add the millet granules to the boiling water. Leave for 10 minutes. Add the flour diluted in some water. Cook for 5 minutes. Add sugar.,Ajouter les grains de mil dans l’eau en ébullition. Laisser 10 minutes. Ajouter la farine diluée dans un peu d’eau. Laisser cuire 5 minutes. Ajouter du sucre.
,01_063,"Pearl millet, flour (bran removed)","Mil à chandelle, farine (sans son)",37.0,,,
,01_095,"Pearl millet, decorticated, raw","Mil à chandelle, décortiqué, cru",77.0,,,
,13_002,"Sugar, white","Sucre, blanc",15.0,,,
,12_019,"Water, tap",Eau du robinet,911.0,,,
1,01_171,Ki saagbo né zièm (Burkina Faso)*: tô (porridge) from pearl millet and potash,Ki saagbo né zièm (Burkina Faso)*: tô (bouillie) de mil à chandelle et potasse,,0.8614925373134328,"Heat some water with a little flour. Add the potash. Make a light porridge and boil it for a few minutes. Gradually add the rest of the flour and stir until you have a homogeneous paste. Mix with a spatula for a few minutes, then serve.","Mettre de l’eau à chauffer avec un peu de farine. Ajouter la potasse. Faire une bouillie légère et la laisser cuire quelques minutes. Ajouter progressivement le reste de la farine et remuer jusqu’à obtention d’une pâte homogène. Mélanger avec une spatule pendant 5 minutes, puis servir"
,01_063,"Pearl millet, flour (bran removed)","Mil à chandelle, farine (sans son)",260.0,,,
,13_024,"Potash, solid","Potasse, solide",10.0,,,
,12_019,"Water, tap",Eau du robinet,1405.0,,,
2,01_171,Ki saagbo né zièm (Burkina Faso)*: tô (porridge) from pearl millet and potash,Ki saagbo né zièm (Burkina Faso)*: tô (bouillie) de mil à chandelle et potasse,,0.7509135200974422,"Heat some water with a little flour. Add the potash. Make a light porridge and boil it for a few minutes. Gradually add the rest of the flour and stir until you have a homogeneous paste. Mix with a spatula for a few minutes, then serve.","Mettre de l’eau à chauffer avec un peu de farine. Ajouter la potasse. Faire une bouillie légère et la laisser cuire quelques minutes. Ajouter progressivement le reste de la farine et remuer jusqu’à obtention d’une pâte homogène. Mélanger avec une spatule pendant 5 minutes, puis servir"
,01_063,"Pearl millet, flour (bran removed)","Mil à chandelle, farine (sans son)",150.0,,,
,13_024,"Potash, solid","Potasse, solide",7.0,,,
,12_019,"Water, tap",Eau du robinet,1485.0,,,
1,01_181,"Kiou gonré (Burkina Faso)*: steamed balls of fonio, cowpea leaves, groundnut flour and potash","Kiou gonré (Burkina Faso)*: boules de fornio cuites à la vapeur, feuilles de niébé, farine d´arachide et potasse",,0.3286467486818981,"Pound the previously washed cowpea leaves, then add potash and salt until a paste is obtained. Add the fonio to the dough and mix. Use the mixture to make balls and steam until cooked.","Pétrir les feuilles de niébé préalablement lavées avec la potasse et le sel, jusqu’à obtenir une pâte. Ajouter le fonio à la pâte et mélanger. Utiliser le mélange restant pour faire des boules et les cuire à la vapeur jusqu’à cuisson complète."
,13_015,Salt,Sel,2.0,,,
,01_050,"Fonio, decorticated grains (bran removed), dry, raw","Fonio, grains décortiqués (sans son), sec, cru",60.0,,,
,04_010,"Cowpea, leaves, fresh, raw","Niébé, feuilles, fraîches, crues",70.0,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,12_019,"Water, tap",Eau du robinet,435.0,,,
2,01_181,"Kiou gonré (Burkina Faso)*: steamed balls of fonio, cowpea leaves, groundnut flour and potash","Kiou gonré (Burkina Faso)*: boules de fornio cuites à la vapeur, feuilles de niébé, farine d´arachide et potasse",,0.3493150684931507,"Pound the previously washed cowpea leaves, then add potash and salt until a paste is obtained. Add the fonio to the dough and mix. Use the mixture to make balls and steam until cooked.","Pétrir les feuilles de niébé préalablement lavées avec la potasse et le sel, jusqu’à obtenir une pâte. Ajouter le fonio à la pâte et mélanger. Utiliser le mélange restant pour faire des boules et les cuire à la vapeur jusqu’à cuisson complète."
,13_015,Salt,Sel,2.0,,,
,01_050,"Fonio, decorticated grains (bran removed), dry, raw","Fonio, grains décortiqués (sans son), sec, cru",70.0,,,
,04_010,"Cowpea, leaves, fresh, raw","Niébé, feuilles, fraîches, crues",74.0,,,
,13_024,"Potash, solid","Potasse, solide",2.0,,,
,12_019,"Water, tap",Eau du robinet,436.0,,,
1,01_170,Kiou saagbo né zièm (Burkina Faso)*: tô (porridge) from fonio with potash and maize flour,Kiou saagbo né zièm (Burkina Faso)*: tô (bouillie) de fonio avec potasse et farine de maïs,,0.8128988915015116,"Pour the previously washed fonio into hot water, and stir until cooked. Gradually add the flour and stir to a smooth paste, then mix with a spatula for a few minutes.","Verser le fonio préalablement rincé dans l’eau chaude et remuer jusqu’à ce qu’il soit cuit. Ajouter progressivement la farine et remuer jusqu’à obtention d’une pâte lisse, puis mélanger avec une spatule pendant quelques minutes"
,01_050,"Fonio, decorticated grains (bran removed), dry, raw","Fonio, grains décortiqués (sans son), sec, cru",100.0,,,
,13_024,"Potash, solid","Potasse, solide",10.8,,,
,01_081,"Maize, white, refined flour (super), unfortified","Maïs, blanc, farine raffinée (super), non enrichie",120.0,,,
,12_019,"Water, tap",Eau du robinet,960.0,,,
2,01_170,Kiou saagbo né zièm (Burkina Faso)*: tô (porridge) from fonio with potash and maize flour,Kiou saagbo né zièm (Burkina Faso)*: tô (bouillie) de fonio avec potasse et farine de maïs,,0.8589449541284404,"Pour the previously washed fonio into hot water, and stir until cooked. Gradually add the flour and stir to a smooth paste, then mix with a spatula for a few minutes.","Verser le fonio préalablement rincé dans l’eau chaude et remuer jusqu’à ce qu’il soit cuit. Ajouter progressivement la farine et remuer jusqu’à obtention d’une pâte lisse, puis mélanger avec une spatule pendant quelques minutes."
,01_050,"Fonio, decorticated grains (bran removed), dry, raw","Fonio, grains décortiqués (sans son), sec, cru",120.0,,,
,13_024,"Potash, solid","Potasse, solide",14.0,,,
,01_081,"Maize, white, refined flour (super), unfortified","Maïs, blanc, farine raffinée (super), non enrichie",130.0,,,
,12_019,"Water, tap",Eau du robinet,1480.0,,,
1,01_178,Kôrôkôrô-dôrô (Burkina Faso)*: tô (porridge) from white sorghum and maize flour,Kôrôkôrô-dôrô (Burkina Faso)*: tô (bouillie) de sorgho blanc et farine de maïs,,0.8585141903171953,"Boil the sorted and washed sorghum. Gradually add the flour, and stir until a smooth paste is obtained. Mix with a spatula for a few minutes until cooked, then serve.","Faire bouillir le sorgho trié et lavé. Ajouter progressivement la farine et remuer  jusqu’à obtention d’une pâte lisse. Mélanger avec une spatule pendant quelques minutes jusqu’à cuisson, puis servir."
,01_040,"Sorghum, whole grains, white, raw","Sorgho, grains entiers, blanc, cru",273.0,,,
,01_081,"Maize, white, refined flour (super), unfortified","Maïs, blanc, farine raffinée (super), non enrichie",203.0,,,
,12_019,"Water, tap",Eau du robinet,1920.0,,,
2,01_178,Kôrôkôrô-dôrô (Burkina Faso)*: tô (porridge) from white sorghum and maize flour,Kôrôkôrô-dôrô (Burkina Faso)*: tô (bouillie) de sorgho blanc et farine de maïs,,0.828936170212766,"Boil the sorted and washed sorghum. Gradually add the flour, and stir until a smooth paste is obtained. Mix with a spatula for a few minutes until cooked, then serve.","Faire bouillir le sorgho trié et lavé. Ajouter progressivement la farine  et remuer  jusqu’à obtention d’un mélange homogène. Mélanger avec une spatule pendant quelques minutes jusqu’à cuisson, puis servir."
,01_040,"Sorghum, whole grains, white, raw","Sorgho, grains entiers, blanc, cru",248.0,,,
,01_081,"Maize, white, refined flour (super), unfortified","Maïs, blanc, farine raffinée (super), non enrichie",197.0,,,
,12_019,"Water, tap",Eau du robinet,1905.0,,,
1,01_161,"Moui béinré (Burkina Faso)*: rice porridge with water, milk and sugar","Moui béinré (Burkina Faso)*: bouillie de riz avec eau, lait et sucre",,0.7415307402760352,Boil the rice and other ingredients. Stir until cooked.,Faire bouillir le lait et les autres ingrédients.  Remuer jusqu’à cuisson.
,10_001,"Milk, cow, whole, pasteurized or UHT, 3.5% fat","Lait, de vache, entier, pasteurisé ou stérilisé UHT, 3.5% de mat. grasse",60.0,,,
,13_002,"Sugar, white","Sucre, blanc",60.0,,,
,05_014,"Lemon, raw","Citron, cru",2.0,,,
,12_019,"Water, tap",Eau du robinet,1300.0,,,
,01_036,"Rice, white, polished, raw","Riz, blanc, poli, cru",172.0,,,
2,01_161,"Moui béinré (Burkina Faso)*: rice porridge with water, milk and sugar","Moui béinré (Burkina Faso)*: bouillie de riz avec eau, lait et sucre",,0.76043673731535,Boil the rice and other ingredients. Stir until cooked.,Faire bouillir le lait et les autres ingrédients. Remuer jusqu’à cuisson.
,10_001,"Milk, cow, whole, pasteurized or UHT, 3.5% fat","Lait, de vache, entier, pasteurisé ou stérilisé UHT, 3.5% de mat. grasse",70.0,,,
,13_002,"Sugar, white","Sucre, blanc",60.0,,,
,05_014,"Lemon, raw","Citron, cru",5.0,,,
,12_019,"Water, tap",Eau du robinet,1250.0,,,
,01_036,"Rice, white, polished, raw","Riz, blanc, poli, cru",172.0,,,
1,01_158,Moui naagdme (Burkina Faso)*: rice with fish and vegetables,Moui naagdme (Burkina Faso)*: riz avec poisson et légumes,,0.9273127753303965,"Fry the fish, then the vegetables for a few minutes. Add the water, soumbala, crumbled fish, stock cube, pepper and salt. Let it boil for a while, then add the rice and simmer until cooked.","Faire frire le poisson, puis les légumes quelques minutes. Ajouter l’eau, le soumbala, le poisson émietté, le bouillon-cube, le sel et le poivre. Laisser bouillir quelques instants, puis ajouter le riz et laisser mijoter jusqu’à cuisson."
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",30.0,,,
,13_015,Salt,Sel,4.5,,,
,12_019,"Water, tap",Eau du robinet,555.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",77.0,,,
,13_014,"Pepper, black","Poivre, noir",0.5,,,
,04_012,"Eggplant, fruit, raw","Aubergine, fruit, cru",150.0,,,
,04_005,"Cabbage, white, raw","Chou, blanc, cru",75.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",5.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",43.0,,,
,01_036,"Rice, white, polished, raw","Riz, blanc, poli, cru",350.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",47.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",20.0,,,
2,01_158,Moui naagdme (Burkina Faso)*: rice with fish and vegetables,Moui naagdme (Burkina Faso)*: riz avec poisson et légumes,,0.672058745277497,"Fry the fish, then the vegetables for a few minutes. Add the water, soumbala, crumbled fish, stock cube, pepper and salt. Let it boil for a while, then add the rice and simmer until cooked.","Faire frire le poisson, puis les légumes quelques minutes. Ajouter l’eau, le soumbala, le poisson émietté, le bouillon-cube, le sel et le poivre. Laisser bouillir quelques instants, puis ajouter le riz et laisser mijoter jusqu’à cuisson."
,04_066,"Tomato paste, concentrated, without salt","Concentré de tomate, sans sel",30.0,,,
,13_015,Salt,Sel,3.6,,,
,12_019,"Water, tap",Eau du robinet,1125.0,,,
,13_008,"Cube, beef, dry","Bouillon-cube, bœuf, sec",5.0,,,
,01_036,"Rice, white, polished, raw","Riz, blanc, poli, cru",300.0,,,
,09_003,"Mackerel, fillet, raw","Maquereau, filet, cru",105.0,,,
,13_014,"Pepper, black","Poivre, noir",0.7,,,
,04_012,"Eggplant, fruit, raw","Aubergine, fruit, cru",75.0,,,
,04_005,"Cabbage, white, raw","Chou, blanc, cru",83.0,,,
,04_046,"Pepper, chilli, fresh, raw","Piment, frais, cru",5.0,,,
,11_010,"Vegetable oil, unfortified","Huile végétale, non enrichie",85.0,,,
,04_018,"Onion, fresh, raw","Oignon, frais, cru",46.0,,,
,03_042,"African locust bean, fermented (soumbala)","Néré, fermenté (soumbala)",16.0,,,
3,01_158,Moui naagdme (Burkina Faso)*: rice with fish and vegetables,Moui naagdme (Burkina Faso)*: riz avec poisson et légumes,,0.92,"Fry the fish, then the vegetables for a few minutes. Add the water, soumbala, crumbled fish, stock cube, pepper and salt. Let it boil for a while, then add the rice and simmer until cooked.","Faire frire le poisson, puis les légumes quelques minutes. Ajouter l’eau, le soumbala, le poisson émietté, le bouillon-cube, le sel et le poivre. Laisser bouillir quelques instants, puis ajouter le riz et laisser mijoter jusqu’à cuisson."
